State,Year,GDP (Millions of dollars),Population (Number of persons),Personal Income (Dollars),FIPS Code,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
Nebraska,1990,29237.9,1581660,18486,31.0,1162186.5833333333,824510.5833333334,70.93333333333334,804831.5,69.25833333333334,19679.083333333332,2.375
Nebraska,1989,27277.1,1574858,17320,31.0,1193750.0,815764.0833333334,68.33333333333333,792363.4166666666,66.38333333333334,23400.666666666668,2.858333333333333
Nebraska,1991,30344.0,1595919,19014,31.0,1174176.1666666667,838812.9166666666,71.43333333333334,816528.3333333334,69.53333333333333,22284.583333333332,2.6583333333333337
Nebraska,1992,32191.2,1611687,19974,31.0,1188101.1666666667,848371.5833333334,71.39999999999999,824192.6666666666,69.375,24178.916666666668,2.8666666666666667
Nebraska,1993,33258.8,1625590,20460,31.0,1201859.6666666667,864070.6666666666,71.89999999999999,840045.0,69.88333333333334,24025.666666666668,2.766666666666667
Nebraska,1994,35389.6,1639041,21592,31.0,1214368.0833333333,884750.3333333334,72.85833333333333,861636.0,70.94166666666666,23114.333333333332,2.6166666666666667
Nebraska,1996,40706.8,1673740,24321,31.0,1246384.9166666667,914483.3333333334,73.375,889902.8333333334,71.39999999999999,24580.5,2.6666666666666665
Nebraska,1997,41958.2,1686418,24880,31.0,1257726.6666666667,919356.5833333334,73.08333333333333,897040.5,71.31666666666666,22316.083333333332,2.408333333333333
Nebraska,1998,44747.0,1695816,26387,31.0,1266318.3333333333,926515.0833333334,73.15833333333333,903346.3333333334,71.34166666666667,23168.75,2.5083333333333333
Nebraska,2000,49570.3,1713820,28924,31.0,1283772.0833333333,938983.3333333334,73.14166666666667,912693.75,71.09166666666667,26289.583333333332,2.7916666666666665
Nebraska,2001,51911.8,1719836,30184,31.0,1290958.3333333333,945208.9166666666,73.20833333333333,915494.1666666666,70.91666666666667,29714.75,3.15
Nebraska,2002,52804.3,1728292,30553,31.0,1298974.1666666667,953139.5,73.375,918054.6666666666,70.675,35084.833333333336,3.6833333333333336
Nebraska,2003,56102.2,1738643,32268,31.0,1307146.5833333333,966920.5833333334,73.96666666666667,928727.8333333334,71.05833333333334,38192.75,3.9416666666666664
Nebraska,2004,58597.2,1749370,33496,31.0,1315032.3333333333,973481.5,74.02499999999999,935644.0,71.14999999999999,37837.5,3.908333333333333
Nebraska,2005,60598.1,1761497,34401,31.0,1324177.9166666667,972384.6666666666,73.44166666666666,935789.3333333334,70.66666666666667,36595.333333333336,3.7583333333333333
Nebraska,2007,68098.6,1783440,38184,31.0,1342436.0833333333,979224.8333333334,72.93333333333334,950494.25,70.8,28730.583333333332,2.9250000000000003
Nebraska,2008,72377.3,1796378,40291,31.0,1352163.5,987511.3333333334,73.04166666666667,955286.1666666666,70.63333333333334,32225.166666666668,3.2583333333333333
Nebraska,2009,71459.7,1812683,39422,31.0,1363272.9166666667,988227.5,72.48333333333333,942244.9166666666,69.125,45982.583333333336,4.658333333333333
Nebraska,2011,84096.1,1843774,45611,31.0,1399913.9166666667,1003443.6666666666,71.66666666666667,959233.1666666666,68.51666666666667,44210.5,4.3999999999999995
Nebraska,2012,86235.9,1858886,46391,31.0,1410901.1666666667,1012943.5,71.80833333333334,973500.3333333334,69.00833333333334,39443.166666666664,3.8833333333333333
Nebraska,2013,86022.2,1873369,45918,31.0,1420827.9166666667,1015185.0,71.45,977855.8333333334,68.825,37329.166666666664,3.6750000000000003
Nebraska,2014,91084.5,1889916,48195,31.0,1431323.1666666667,1012567.5833333334,70.73333333333333,979639.4166666666,68.45,32928.166666666664,3.25
Nebraska,2015,94681.7,1904449,49716,31.0,1440994.25,1011802.0,70.22500000000001,981459.75,68.10833333333333,30342.25,2.983333333333333
Nebraska,2016,93559.7,1921360,48695,31.0,1452381.25,1016063.6666666666,69.94166666666666,984889.3333333334,67.8,31174.333333333332,3.0666666666666664
Nebraska,2018,100067.8,1945367,51439,31.0,1484120.1666666667,1036416.4166666666,69.84166666666667,1006100.4166666666,67.79166666666667,30316.0,2.9250000000000003
Nebraska,2019,104489.9,1954927,53450,31.0,1493995.0,1051632.0,70.39166666666667,1018812.5,68.18333333333334,32819.5,3.125
Nebraska,2020,111347.5,1963273,56715,31.0,1505300.5833333333,1048321.6666666666,69.63333333333334,1003157.0,66.64166666666667,45164.666666666664,4.308333333333334
Nebraska,2022,126473.5,1968060,64263,31.0,1519306.5833333333,1058876.0833333333,69.69166666666666,1034086.8333333334,68.05833333333334,24789.25,2.341666666666667
Nevada,1988,19826.3,1075023,18443,32.0,800000.0,580040.9166666666,72.51666666666667,549655.25,68.7,30385.666666666668,5.241666666666666
Nevada,2010,100750.4,2701967,37288,32.0,2061292.5833333333,1358413.0833333333,65.89166666666667,1171975.0,56.86666666666667,186438.08333333334,13.733333333333334
Nevada,2021,192006.1,3146632,61020,32.0,2497185.25,1499889.1666666667,60.074999999999996,1395808.3333333333,55.89166666666667,104080.83333333333,6.941666666666666
Nevada,1999,58623.6,1934718,30301,32.0,1469316.0833333333,1023748.9166666666,69.675,983032.5,66.91666666666667,40716.416666666664,3.9666666666666663
Nevada,1995,40075.5,1581578,25339,32.0,1222719.9166666667,848459.0,69.39166666666667,801191.0,65.52499999999999,47268.0,5.566666666666666
Nevada,1985,14791.3,951032,15553,32.0,721000.0,516722.6666666667,71.66666666666667,478139.4166666667,66.325,38583.25,7.4750000000000005
Nevada,2017,138847.0,2955631,46977,32.0,2308537.1666666665,1443971.6666666667,62.55833333333334,1371841.6666666667,59.425000000000004,72130.0,4.983333333333333
Nevada,2006,99485.1,2522658,39437,32.0,1883415.75,1291539.5,68.56666666666666,1239171.4166666667,65.8,52368.083333333336,4.066666666666666
Nevada,1984,13634.3,924921,14741,32.0,691583.3333333334,500116.0,72.31666666666666,461822.8333333333,66.77499999999999,38293.166666666664,7.658333333333334
Nevada,1980,9681.4,810215,11949,32.0,605166.6666666666,431466.0833333333,71.29166666666667,404134.8333333333,66.79166666666667,27331.25,6.316666666666666
Nevada,2022,197290.9,3177421,62092,32.0,2532730.75,1549737.25,61.19166666666666,1466434.3333333333,57.89166666666667,83302.91666666667,5.358333333333333
Nevada,2019,159292.9,3068943,51905,32.0,2409355.6666666665,1546405.4166666667,64.18333333333334,1482810.25,61.541666666666664,63595.166666666664,4.108333333333333
Nevada,2020,170269.2,3115840,54646,32.0,2459637.0,1506258.5,61.25833333333333,1302481.8333333333,52.958333333333336,203776.66666666666,13.700000000000001
Nevada,2018,148408.1,3011627,49278,32.0,2357842.3333333335,1494685.75,63.4,1429195.75,60.60833333333333,65490.0,4.383333333333334
Nevada,2016,129879.1,2905604,44700,32.0,2279403.8333333335,1414405.6666666667,62.05833333333334,1332376.3333333333,58.449999999999996,82029.33333333333,5.808333333333334
Nevada,2015,125088.6,2857017,43783,32.0,2235028.1666666665,1396826.1666666667,62.49166666666667,1301280.5833333333,58.21666666666667,95545.58333333333,6.8500000000000005
Nevada,2014,115514.1,2809771,41112,32.0,2192082.5,1380091.75,62.958333333333336,1267421.4166666667,57.824999999999996,112670.33333333333,8.158333333333333
Nevada,2013,108914.4,2770049,39319,32.0,2154637.3333333335,1370939.9166666667,63.63333333333333,1234348.5,57.291666666666664,136591.41666666666,9.966666666666667
Nevada,2012,108696.1,2739941,39671,32.0,2122954.0,1366619.8333333333,64.375,1207821.9166666667,56.89166666666667,158797.91666666666,11.608333333333334
Nevada,2011,104596.4,2710520,38589,32.0,2092674.0833333333,1360623.9166666667,65.00833333333334,1179541.1666666667,56.375,181082.75,13.316666666666668
Nevada,2009,96982.8,2684665,36125,32.0,1999623.6666666667,1367830.9166666667,68.41666666666667,1207416.3333333333,60.39166666666667,160414.58333333334,11.725
Nevada,2008,102535.9,2653630,38640,32.0,1976670.25,1373088.5,69.45833333333333,1278565.3333333333,64.69166666666666,94523.16666666667,6.883333333333333
Nevada,2007,103706.0,2601072,39870,32.0,1938288.5,1344377.9166666667,69.35833333333333,1282645.5,66.175,61732.416666666664,4.591666666666667
Nevada,2005,92194.1,2432143,37907,32.0,1819151.8333333333,1228415.3333333333,67.52499999999999,1177612.5,64.73333333333333,50802.833333333336,4.125
Nevada,2004,82524.7,2346222,35173,32.0,1756312.1666666667,1178490.0833333333,67.10000000000001,1126064.3333333333,64.125,52425.75,4.458333333333333
Nevada,2003,74518.4,2248850,33136,32.0,1690419.5833333333,1150288.0,68.06666666666666,1089709.6666666667,64.46666666666667,60578.333333333336,5.283333333333334
Nevada,2002,69952.7,2173791,32180,32.0,1634789.9166666667,1134186.5,69.38333333333334,1069790.5833333333,65.44166666666666,64395.916666666664,5.683333333333334
Nevada,2001,68026.7,2098399,32418,32.0,1579708.5833333333,1113234.25,70.47500000000001,1055538.75,66.83333333333333,57695.5,5.191666666666666
Nevada,2000,64312.6,2018741,31858,32.0,1522647.5,1070842.0833333333,70.30833333333334,1026729.25,67.425,44112.833333333336,4.116666666666666
Nevada,1998,54217.2,1853191,29256,32.0,1413958.75,978178.5,69.16666666666667,937388.0,66.27499999999999,40790.5,4.175
Nevada,1997,48450.2,1764104,27464,32.0,1354018.0,946126.0833333334,69.88333333333334,904661.5,66.80833333333334,41464.583333333336,4.375
Nevada,1996,44336.7,1666320,26608,32.0,1286410.6666666667,894549.25,69.54166666666667,849325.4166666666,66.01666666666667,45223.833333333336,5.058333333333334
Nevada,1994,36442.3,1499298,24306,32.0,1158696.0,811686.4166666666,70.05,761029.8333333334,65.68333333333334,50656.583333333336,6.241666666666667
Nevada,1993,32932.9,1411215,23337,32.0,1095255.25,767478.8333333334,70.075,714461.75,65.21666666666667,53017.083333333336,6.8999999999999995
Nevada,1992,30459.9,1351367,22540,32.0,1046897.8333333334,728803.8333333334,69.625,679167.5,64.89166666666667,49636.333333333336,6.8
Nevada,1991,27543.6,1296171,21250,32.0,998373.8333333334,700244.1666666666,70.13333333333334,658875.3333333334,65.99166666666666,41368.833333333336,5.8999999999999995
Nevada,1989,22328.9,1137382,19632,32.0,840416.6666666666,603057.25,71.76666666666667,574906.25,68.40833333333333,28151.0,4.658333333333333
Nevada,1990,25039.2,1220695,20512,32.0,939454.9166666666,666659.9166666666,70.96666666666667,635294.1666666666,67.63333333333334,31365.75,4.7
Nevada,1987,17407.0,1023374,17009,32.0,764500.0,556424.5,72.78333333333333,521918.9166666667,68.25833333333334,34505.583333333336,6.2
Nevada,1986,15979.1,980614,16295,32.0,736750.0,532672.5,72.30833333333334,498785.9166666667,67.70833333333333,33886.583333333336,6.383333333333333
Nevada,1983,12530.8,901978,13893,32.0,671333.3333333334,487711.6666666667,72.64999999999999,439705.0833333333,65.49166666666666,48006.583333333336,9.841666666666667
Nevada,1982,11752.7,881538,13332,32.0,657666.6666666666,482883.25,73.39999999999999,434321.6666666667,66.04166666666667,48561.583333333336,10.049999999999999
Nevada,1981,10998.2,847656,12975,32.0,633416.6666666666,461517.0833333333,72.85000000000001,427765.0833333333,67.53333333333333,33752.0,7.316666666666666
Nevada,1979,8372.0,765121,10942,32.0,567666.6666666666,402121.1666666667,70.83333333333333,382570.5833333333,67.38333333333334,19550.583333333332,4.866666666666666
Nevada,1978,7225.7,719345,10045,32.0,528750.0,373668.9166666667,70.68333333333334,357184.6666666667,67.55,16484.25,4.416666666666667
Nevada,1977,5977.9,678134,8815,32.0,492500.0,350490.0833333333,71.15833333333333,326811.4166666667,66.35833333333333,23678.666666666668,6.766666666666667
Nevada,1976,5170.5,646823,7994,32.0,463416.6666666667,328288.25,70.83333333333333,299310.5833333333,64.58333333333333,28977.666666666668,8.825
New Hampshire,1980,9281.8,924250,10043,33.0,682833.3333333334,467528.4166666667,68.46666666666667,446417.25,65.38333333333334,21111.166666666668,4.508333333333334
New Hampshire,1984,14352.9,976863,14693,33.0,737583.3333333334,522249.4166666667,70.80833333333334,500372.5,67.83333333333333,21876.916666666668,4.2
New Hampshire,2006,56084.9,1308389,42866,33.0,1032457.8333333334,732448.8333333334,70.93333333333334,706599.75,68.43333333333334,25849.083333333332,3.533333333333333
New Hampshire,2017,78661.0,1358984,57882,33.0,1112623.9166666667,758150.25,68.13333333333334,736900.25,66.23333333333333,21250.0,2.808333333333333
New Hampshire,1985,15831.0,996753,15883,33.0,757333.3333333334,539175.0,71.2,519421.5833333333,68.58333333333333,19753.416666666668,3.658333333333333
New Hampshire,1995,29176.0,1157561,25205,33.0,879282.25,632445.25,71.94166666666666,608221.0,69.175,24224.25,3.8249999999999997
New Hampshire,2021,100196.8,1387494,72214,33.0,1150013.8333333333,756856.5,65.80833333333334,731136.5,63.574999999999996,25720.0,3.4
New Hampshire,1999,38930.2,1222014,31857,33.0,935043.5833333334,675587.9166666666,72.25833333333334,657067.8333333334,70.27499999999999,18520.083333333332,2.75
New Hampshire,2010,61880.9,1317094,46983,33.0,1055690.9166666667,739304.8333333334,70.05,694287.3333333334,65.75,45017.5,6.083333333333333
New Hampshire,1988,21307.5,1082576,19682,33.0,822583.3333333334,593601.3333333334,72.15833333333333,579526.9166666666,70.45833333333333,14074.416666666666,2.375
New Hampshire,1976,5436.0,847025,6418,33.0,602000.0,399043.0,66.27499999999999,373405.0,62.01666666666667,25638.0,6.425
New Hampshire,1977,6146.4,871860,7050,33.0,625666.6666666666,418786.25,66.91666666666667,395552.1666666667,63.225,23234.083333333332,5.566666666666666
New Hampshire,1978,7090.7,893974,7932,33.0,647833.3333333334,435646.4166666667,67.23333333333333,419021.6666666667,64.675,16624.75,3.8166666666666664
New Hampshire,1979,8112.5,911893,8896,33.0,667583.3333333334,454051.1666666667,68.01666666666667,439784.5,65.875,14266.666666666666,3.1333333333333333
New Hampshire,1981,10505.8,936621,11217,33.0,697166.6666666666,479104.1666666667,68.71666666666667,454904.3333333333,65.25,24199.833333333332,5.058333333333334
New Hampshire,1982,11561.6,947720,12199,33.0,709500.0,487197.6666666667,68.675,453693.75,63.958333333333336,33503.916666666664,6.866666666666667
New Hampshire,1983,12714.4,958134,13270,33.0,721000.0,501057.4166666667,69.48333333333333,473610.0,65.69166666666666,27447.416666666668,5.5
New Hampshire,1986,17499.7,1025054,17072,33.0,779250.0,559613.8333333334,71.81666666666668,544788.5833333334,69.91666666666667,14825.25,2.658333333333333
New Hampshire,1987,19284.8,1054289,18292,33.0,803500.0,580488.0833333334,72.23333333333333,567622.0,70.64999999999999,12866.083333333334,2.2083333333333335
New Hampshire,1989,22825.3,1104523,20665,33.0,837416.6666666666,607345.1666666666,72.51666666666667,587004.75,70.10000000000001,20340.416666666668,3.341666666666667
New Hampshire,1990,23005.0,1112384,20681,33.0,847907.75,622735.5,73.43333333333332,589971.5,69.575,32764.0,5.2749999999999995
New Hampshire,1991,23818.2,1109929,21459,33.0,848270.8333333334,619860.3333333334,73.05833333333334,577703.5,68.10833333333333,42156.833333333336,6.8
New Hampshire,1992,24951.9,1117784,22323,33.0,850002.9166666666,618087.25,72.71666666666667,572975.75,67.425,45111.5,7.3
New Hampshire,1993,25765.2,1129458,22812,33.0,857401.5833333334,620533.1666666666,72.36666666666666,582654.8333333334,67.95,37878.333333333336,6.1000000000000005
New Hampshire,1994,27503.1,1142560,24071,33.0,866716.8333333334,625801.25,72.22500000000001,597691.75,68.95,28109.5,4.491666666666666
New Hampshire,1996,30892.6,1174719,26298,33.0,894597.5833333334,636306.1666666666,71.13333333333334,612478.5,68.46666666666667,23827.666666666668,3.7416666666666667
New Hampshire,1997,33286.1,1189425,27985,33.0,908162.8333333334,652767.3333333334,71.875,630795.0,69.45833333333333,21972.333333333332,3.3666666666666667
New Hampshire,1998,36597.5,1205940,30348,33.0,920644.9166666666,661925.75,71.91666666666667,643210.6666666666,69.86666666666666,18715.083333333332,2.8333333333333335
New Hampshire,2000,43796.1,1239882,35323,33.0,949843.8333333334,685929.1666666666,72.21666666666667,667672.25,70.28333333333333,18256.916666666668,2.65
New Hampshire,2001,46179.9,1255517,36782,33.0,965420.1666666666,691843.1666666666,71.66666666666667,668413.5833333334,69.24166666666666,23429.583333333332,3.391666666666667
New Hampshire,2002,46972.3,1269089,37013,33.0,980304.4166666666,700544.75,71.45833333333333,669067.1666666666,68.25833333333334,31477.583333333332,4.491666666666666
New Hampshire,2003,47833.0,1279840,37374,33.0,993694.5,708855.0833333334,71.34166666666667,677213.75,68.14166666666667,31641.333333333332,4.466666666666667
New Hampshire,2004,50733.0,1290121,39324,33.0,1007297.6666666666,715438.75,71.02499999999999,688189.6666666666,68.33333333333333,27249.083333333332,3.8000000000000003
New Hampshire,2005,52464.3,1298492,40404,33.0,1019428.0,726006.5,71.21666666666667,699641.25,68.63333333333334,26365.25,3.625
New Hampshire,2007,58305.5,1312540,44422,33.0,1042854.4166666666,738036.9166666666,70.76666666666667,712150.0833333334,68.28333333333333,25886.833333333332,3.525
New Hampshire,2008,60153.8,1315906,45713,33.0,1051320.0,742981.5833333334,70.68333333333334,715014.6666666666,67.99166666666666,27966.916666666668,3.766666666666666
New Hampshire,2009,59381.5,1316102,45119,33.0,1057314.0,739832.5833333334,69.96666666666665,694450.3333333334,65.675,45382.25,6.141666666666667
New Hampshire,2011,64888.9,1321886,49088,33.0,1060141.0833333333,736689.6666666666,69.49166666666666,696488.5,65.7,40201.166666666664,5.45
New Hampshire,2012,67318.1,1327287,50719,33.0,1068653.6666666667,740956.25,69.325,700584.1666666666,65.56666666666666,40372.083333333336,5.466666666666666
New Hampshire,2013,67121.8,1331050,50428,33.0,1075450.6666666667,743243.0,69.10000000000001,704317.5833333334,65.49166666666666,38925.416666666664,5.25
