State,Year,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches)
North Dakota,1993,38.3,204.0,9908.0,49.3,27.3,6.76,6.76,6.76,1.86,22.95
North Dakota,1994,40.0,369.0,9443.0,51.3,28.7,4.23,4.23,4.22,1.7,20.4
North Dakota,1995,39.6,468.0,9714.0,50.2,29.0,6.76,6.76,6.76,1.76,19.59
North Dakota,1996,36.5,416.0,10791.0,47.4,25.6,4.01,4.01,3.55,1.32,18.52
North Dakota,1997,40.7,477.0,9376.0,52.0,29.4,3.69,3.69,3.43,0.5,16.53
North Dakota,1998,43.2,532.0,8449.0,53.8,32.6,-0.16,1.26,0.51,0.78,21.18
North Dakota,1999,43.0,398.0,8434.0,54.1,31.8,6.14,6.14,6.14,1.56,20.44
North Dakota,2000,41.1,413.0,9128.0,52.6,29.5,3.45,3.45,3.45,1.19,21.31
North Dakota,2001,42.2,509.0,8749.0,53.7,30.8,-0.51,3.41,2.77,0.15,16.82
North Dakota,2002,41.0,504.0,9242.0,52.3,29.7,-1.46,-1.46,-0.71,-0.55,15.83
North Dakota,2003,40.8,516.0,9312.0,52.5,29.0,-1.58,-1.58,-1.58,-0.59,16.24
North Dakota,2004,40.5,245.0,9178.0,52.0,29.1,1.22,1.22,1.22,0.62,18.86
North Dakota,2005,42.4,452.0,8688.0,53.7,31.2,3.38,3.38,3.38,0.88,20.98
North Dakota,2006,43.8,605.0,8278.0,55.7,32.1,-2.98,-2.98,-2.98,-0.83,14.02
North Dakota,2007,41.8,525.0,8991.0,53.4,30.1,-0.13,1.79,1.48,0.23,19.0
North Dakota,2008,39.3,393.0,9782.0,51.4,27.3,-2.47,-2.47,-2.47,0.2,19.76
North Dakota,2009,38.5,306.0,9959.0,49.3,27.7,4.43,4.43,4.43,1.69,18.96
North Dakota,2010,40.9,439.0,9145.0,51.4,30.4,6.41,6.41,6.41,2.45,23.48
North Dakota,2011,40.7,477.0,9288.0,51.3,30.1,9.49,9.49,9.49,2.1,21.44
North Dakota,2012,44.1,598.0,8172.0,56.2,32.1,-2.9,-2.9,-2.9,-0.93,15.09
North Dakota,2013,38.8,468.0,10045.0,49.6,28.0,3.76,3.76,3.76,2.06,23.28
North Dakota,2014,39.0,361.0,9812.0,50.0,28.0,7.38,7.38,7.38,1.4,18.61
North Dakota,2015,43.4,501.0,8350.0,55.1,31.6,-0.34,2.16,1.44,0.03,17.72
North Dakota,2016,44.4,489.0,8003.0,55.4,33.3,1.02,1.02,1.02,0.31,21.85
North Dakota,2017,42.0,475.0,8828.0,53.5,30.5,-2.96,-2.96,-2.58,-1.16,12.99
North Dakota,2018,39.8,526.0,9658.0,50.9,28.7,-2.64,-2.64,-2.64,-0.26,17.77
North Dakota,2019,38.0,392.0,10201.0,48.3,27.7,2.1,2.1,2.1,2.14,24.39
North Dakota,2020,42.3,533.0,8860.0,54.0,30.6,4.15,4.15,4.15,0.1,12.92
North Dakota,2021,43.8,697.0,8373.0,56.2,31.4,-5.41,-5.41,-5.41,-1.37,15.63
North Dakota,2022,39.4,531.0,9856.0,50.7,28.1,-0.29,3.23,2.83,0.91,18.85
North Dakota,2023,42.1,576.0,8915.0,53.1,31.0,0.65,0.65,-0.49,0.01,17.45
Ohio,1974,50.4,565.0,5937.0,60.5,40.3,1.93,1.93,1.93,0.63,40.5
Ohio,1975,51.1,758.0,5839.0,61.0,41.3,2.05,2.05,1.77,0.97,42.92
Ohio,1976,48.9,520.0,6464.0,59.9,37.9,1.14,1.14,1.14,0.11,33.96
Ohio,1977,50.0,803.0,6312.0,60.5,39.5,0.73,-0.77,0.43,0.06,38.81
Ohio,1978,48.3,716.0,6839.0,58.5,38.1,-0.08,1.07,0.34,0.22,38.35
Ohio,1979,48.9,558.0,6462.0,58.8,39.0,3.31,3.31,3.31,1.41,45.15
Ohio,1980,49.3,790.0,6551.0,59.4,39.3,4.83,4.83,4.83,0.76,39.63
Ohio,1981,49.6,634.0,6311.0,59.6,39.5,2.22,2.22,1.75,0.43,39.04
Ohio,1982,50.3,618.0,6012.0,60.8,39.9,-0.96,-0.96,-0.96,-0.11,37.72
Ohio,1983,51.1,875.0,5999.0,61.2,40.9,-1.49,-1.49,-1.49,0.22,40.31
Ohio,1984,50.4,666.0,6069.0,60.4,40.3,-1.19,-1.19,-1.19,-0.22,36.9
Ohio,1985,50.4,615.0,5982.0,60.7,40.2,-0.9,-0.9,-0.15,0.08,39.97
Ohio,1986,51.6,743.0,5655.0,61.4,41.9,0.43,0.43,0.43,0.36,38.98
Ohio,1987,52.3,881.0,5564.0,62.6,41.9,-1.25,-1.25,-0.77,-1.02,31.41
Ohio,1988,50.4,867.0,6245.0,61.5,39.2,-4.06,-4.06,-4.06,-1.01,32.12
Ohio,1989,49.4,639.0,6346.0,59.3,39.6,2.02,2.02,1.88,0.89,42.63
Ohio,1990,52.7,591.0,5134.0,62.7,42.6,3.39,3.39,3.39,1.95,51.07
Ohio,1991,53.1,960.0,5335.0,63.3,42.9,-3.27,-3.27,-3.27,-1.67,31.61
Ohio,1992,50.3,456.0,5879.0,59.8,40.7,2.86,2.86,2.86,0.82,39.78
Ohio,1993,50.4,759.0,6111.0,60.1,40.7,-1.44,-1.44,-1.44,0.16,38.63
Ohio,1994,50.5,658.0,5999.0,61.1,39.8,0.5,0.5,0.5,-0.38,35.6
Ohio,1995,50.3,874.0,6220.0,60.5,40.2,-0.29,0.57,-0.25,0.1,38.67
Ohio,1996,49.5,640.0,6314.0,59.4,39.7,2.1,2.1,1.12,1.46,46.85
Ohio,1997,49.9,538.0,6070.0,59.8,40.1,3.43,3.43,3.43,0.46,38.35
Ohio,1998,54.1,845.0,4853.0,64.0,44.2,-0.04,2.1,1.9,-0.1,39.97
Ohio,1999,52.3,866.0,5533.0,63.5,41.1,-2.95,-2.95,-2.95,-1.28,33.06
Ohio,2000,50.8,621.0,5861.0,60.9,40.6,1.29,-0.73,1.1,0.56,40.85
Ohio,2001,52.4,709.0,5337.0,62.5,42.2,-0.43,-0.91,-0.51,-0.03,37.3
Ohio,2002,52.5,966.0,5553.0,62.6,42.5,-1.9,-1.9,-1.9,-0.31,38.58
Ohio,2003,50.2,615.0,6044.0,59.9,40.5,3.26,3.26,3.26,1.49,46.42
Ohio,2004,51.3,655.0,5689.0,61.1,41.6,3.85,3.85,3.85,1.18,45.42
Ohio,2005,51.8,972.0,5848.0,61.8,41.8,-1.1,1.68,-0.07,-0.12,40.1
Ohio,2006,52.7,736.0,5229.0,62.5,42.9,1.05,1.05,0.74,1.0,43.56
Ohio,2007,52.3,903.0,5550.0,62.6,41.9,0.68,-0.96,0.09,-0.14,41.16
Ohio,2008,50.6,728.0,5997.0,61.0,40.3,-0.7,1.97,1.01,0.62,44.1
Ohio,2009,50.5,589.0,5907.0,60.6,40.5,0.31,0.31,0.31,0.09,36.5
Ohio,2010,51.7,1000.0,5867.0,61.9,41.5,-0.77,-0.77,-0.77,-0.59,36.76
Ohio,2011,52.3,904.0,5559.0,61.9,42.7,2.52,2.52,2.04,2.18,55.95
Ohio,2012,54.0,963.0,4985.0,64.7,43.4,-3.27,-3.27,-3.27,-0.42,37.26
Ohio,2013,50.9,718.0,5903.0,60.5,41.3,1.81,1.81,1.55,0.79,41.69
Ohio,2014,49.2,643.0,6450.0,59.3,39.1,2.53,2.53,2.53,0.4,38.56
Ohio,2015,51.6,792.0,5674.0,61.9,41.4,-0.26,2.31,1.93,0.51,43.01
Ohio,2016,53.6,1044.0,5238.0,63.9,43.2,-0.97,-0.97,-0.93,-0.62,37.39
Ohio,2017,53.2,733.0,5072.0,63.3,43.2,1.79,1.79,1.32,0.84,45.5
Ohio,2018,52.2,1062.0,5765.0,61.5,42.9,2.64,2.64,2.64,1.71,50.93
Ohio,2019,52.4,945.0,5571.0,62.4,42.4,4.78,4.78,4.78,0.97,46.87
Ohio,2020,53.0,876.0,5250.0,62.8,43.2,-1.02,1.56,0.1,0.28,42.31
Ohio,2021,53.2,928.0,5213.0,63.0,43.3,1.29,1.29,1.29,0.58,41.68
Ohio,2022,51.7,863.0,5698.0,62.0,41.5,2.39,2.39,2.39,0.26,40.24
Ohio,2023,53.5,688.0,4880.0,63.9,43.2,1.21,1.21,1.21,-0.19,37.75
Oklahoma,1974,59.6,1707.0,3573.0,71.7,47.5,2.45,2.45,2.35,0.91,39.58
Oklahoma,1975,58.7,1638.0,3799.0,70.6,46.7,4.33,4.33,4.33,0.7,35.6
Oklahoma,1976,58.6,1542.0,3807.0,71.9,45.4,-1.39,-1.39,-1.06,-0.65,26.71
Oklahoma,1977,60.7,2195.0,3658.0,73.0,48.4,-0.84,-0.84,0.19,-0.61,31.91
Oklahoma,1978,58.5,2158.0,4418.0,70.6,46.4,-2.29,-2.29,-2.29,-0.81,28.33
Oklahoma,1979,57.4,1701.0,4384.0,69.3,45.4,2.3,2.3,2.3,0.47,34.71
Oklahoma,1980,60.5,2361.0,3852.0,73.2,47.7,-2.56,-2.56,-2.56,-0.99,26.51
Oklahoma,1981,60.5,1900.0,3510.0,72.4,48.5,0.43,-2.39,-1.75,-0.27,35.25
Oklahoma,1982,59.0,1804.0,3844.0,71.0,46.9,2.34,2.34,1.83,0.52,35.64
Oklahoma,1983,58.0,1854.0,4298.0,69.4,46.6,-1.17,-1.17,-1.17,0.28,33.02
Oklahoma,1984,59.4,1837.0,3771.0,71.6,47.2,-1.89,-1.89,-1.89,0.32,34.15
Oklahoma,1985,58.7,1885.0,4112.0,70.3,47.1,2.56,2.56,2.11,1.2,42.26
Oklahoma,1986,60.8,1973.0,3429.0,72.2,49.3,1.7,1.7,1.22,0.85,40.38
Oklahoma,1987,59.6,1828.0,3655.0,71.2,47.9,3.31,3.31,3.31,1.07,41.28
Oklahoma,1988,59.2,1884.0,3865.0,71.8,46.6,-2.31,-2.31,-2.31,-0.36,29.41
Oklahoma,1989,58.1,1514.0,3975.0,70.2,45.9,2.8,2.8,2.8,0.53,35.39
Oklahoma,1990,60.7,1928.0,3360.0,72.8,48.5,-1.03,2.0,0.54,0.76,43.26
Oklahoma,1991,60.3,1911.0,3502.0,71.9,48.6,0.36,-0.78,0.03,0.58,38.72
Oklahoma,1992,59.3,1431.0,3394.0,70.8,47.9,4.36,4.36,4.36,1.47,41.44
Oklahoma,1993,58.1,1775.0,4170.0,69.5,46.7,3.73,3.73,3.16,0.92,39.18
Oklahoma,1994,59.7,1756.0,3610.0,71.8,47.7,1.62,1.62,0.98,0.44,36.27
Oklahoma,1995,59.4,1677.0,3628.0,71.5,47.3,3.83,3.83,3.83,0.79,37.81
Oklahoma,1996,59.0,1766.0,3888.0,71.3,46.6,1.89,-0.74,1.67,0.26,37.28
Oklahoma,1997,58.7,1654.0,3830.0,70.1,47.4,3.68,3.68,3.68,1.1,39.31
Oklahoma,1998,62.1,2452.0,3382.0,73.7,50.5,-3.07,-3.07,-3.07,0.1,36.18
Oklahoma,1999,61.3,1853.0,3082.0,73.7,49.0,-0.64,2.17,1.29,0.39,37.27
Oklahoma,2000,60.3,2040.0,3703.0,72.3,48.3,-0.95,-0.95,-0.95,0.37,36.93
Oklahoma,2001,60.8,2042.0,3494.0,72.5,49.0,-1.98,-1.98,-1.98,-0.32,31.98
Oklahoma,2002,59.4,1801.0,3748.0,71.1,47.7,0.66,0.66,0.66,0.28,35.01
Oklahoma,2003,59.9,1821.0,3613.0,72.0,47.7,-0.21,-0.21,0.49,-0.46,27.87
Oklahoma,2004,60.2,1663.0,3343.0,71.4,48.8,2.0,2.0,2.0,0.79,40.19
Oklahoma,2005,60.8,1941.0,3358.0,73.0,48.7,-0.26,1.48,0.51,-0.58,27.56
Oklahoma,2006,62.2,2155.0,3018.0,75.2,49.2,-5.48,-5.48,-5.48,-1.53,29.81
Oklahoma,2007,60.1,1911.0,3541.0,71.1,49.1,4.59,4.59,4.59,1.23,43.57
Oklahoma,2008,59.6,1764.0,3675.0,72.0,47.1,3.63,3.63,3.63,0.68,38.31
Oklahoma,2009,59.4,1703.0,3681.0,71.4,47.5,0.91,0.91,0.91,0.51,38.04
Oklahoma,2010,60.3,2176.0,3777.0,72.0,48.6,-0.33,1.31,0.69,-0.13,32.04
Oklahoma,2011,61.6,2480.0,3595.0,74.7,48.6,-5.61,-5.61,-5.61,-1.58,26.24
Oklahoma,2012,63.2,2340.0,2868.0,76.0,50.3,-3.8,-3.8,-3.8,-1.28,25.7
Oklahoma,2013,58.8,1797.0,4000.0,70.8,46.9,1.98,1.98,1.98,0.41,36.7
Oklahoma,2014,58.9,1814.0,3949.0,71.1,46.8,-0.01,1.26,1.17,-0.25,28.87
Oklahoma,2015,60.8,1960.0,3414.0,72.4,49.2,4.26,4.26,4.26,2.02,53.72
Oklahoma,2016,62.3,2175.0,3039.0,74.6,50.0,-0.03,2.67,2.34,-0.43,31.19
Oklahoma,2017,61.8,1854.0,2922.0,74.0,49.6,2.27,2.27,2.27,0.21,38.61
Oklahoma,2018,60.2,2139.0,3827.0,72.2,48.2,0.56,-0.82,0.13,0.66,41.01
Oklahoma,2019,59.9,1979.0,3742.0,71.4,48.3,4.99,4.99,4.99,1.36,44.98
Oklahoma,2020,60.7,1784.0,3264.0,72.8,48.7,2.83,2.83,2.56,0.69,39.21
Oklahoma,2021,60.8,1954.0,3346.0,72.8,48.8,2.77,2.77,2.77,0.13,33.62
Oklahoma,2022,60.9,2284.0,3669.0,74.1,47.8,-2.48,-2.48,-2.48,-0.88,29.57
Oklahoma,2023,61.8,2065.0,3166.0,74.3,49.4,1.64,1.64,1.64,0.42,36.92
Oregon,1974,47.0,194.0,5546.0,58.7,35.4,-1.29,1.18,-0.62,-0.41,31.96
Oregon,1975,45.8,130.0,5832.0,56.4,35.2,1.57,1.57,1.57,0.69,36.39
Oregon,1976,46.4,109.0,5723.0,58.2,34.7,1.19,1.19,1.19,-0.93,22.66
Oregon,1977,47.0,195.0,5601.0,58.3,35.7,0.67,-2.87,-1.78,-0.24,31.61
Oregon,1978,46.5,150.0,5570.0,57.4,35.7,1.71,1.71,1.71,-0.12,29.01
Oregon,1979,46.9,177.0,5465.0,58.0,35.8,0.49,-0.86,0.1,-0.01,32.68
Oregon,1980,47.0,104.0,5538.0,58.0,36.1,-0.17,0.75,0.27,0.12,32.96
Oregon,1981,47.8,177.0,5287.0,58.9,36.7,1.08,1.08,0.77,0.74,38.03
Oregon,1982,45.4,128.0,5884.0,56.0,34.9,2.41,2.41,2.16,0.93,38.28
Oregon,1983,46.9,99.0,5440.0,56.9,37.0,5.0,5.0,5.0,1.52,44.46
Oregon,1984,45.6,136.0,5793.0,56.1,35.2,4.19,4.19,4.19,1.17,38.08
Oregon,1985,44.6,196.0,6232.0,56.2,32.9,-2.52,-2.52,-2.52,-0.89,23.11
Oregon,1986,48.1,189.0,5169.0,59.2,37.0,-1.5,-1.5,-1.5,-0.04,33.0
Oregon,1987,48.4,172.0,5026.0,60.4,36.3,-1.73,-1.73,-1.47,-1.09,27.33
Oregon,1988,47.9,169.0,5306.0,59.9,36.0,-1.72,-1.72,-0.86,-0.42,29.85
Oregon,1989,46.5,115.0,5532.0,58.1,35.0,-0.05,-0.05,0.65,-0.55,26.97
Oregon,1990,47.4,253.0,5514.0,59.0,35.8,-0.59,-0.59,0.74,-0.28,29.91
Oregon,1991,47.6,229.0,5370.0,59.0,36.3,-0.01,2.03,1.94,-0.13,29.57
Oregon,1992,49.4,258.0,4647.0,61.2,37.7,-3.69,-3.69,-3.69,-1.22,27.55
Oregon,1993,45.5,109.0,5702.0,56.4,34.6,3.99,3.99,3.99,0.44,31.15
Oregon,1994,47.9,226.0,5336.0,59.6,36.1,-3.03,-3.03,-3.03,-0.67,28.59
Oregon,1995,48.1,176.0,5002.0,59.0,37.2,2.69,2.69,2.69,1.07,41.42
Oregon,1996,47.6,243.0,5390.0,59.0,36.3,2.47,2.47,1.58,1.56,48.87
Oregon,1997,47.8,216.0,5232.0,58.9,36.6,2.64,2.64,2.42,0.15,32.6
Oregon,1998,47.8,292.0,5282.0,58.4,37.1,2.48,2.48,1.9,1.06,42.91
Oregon,1999,47.2,152.0,5471.0,58.8,35.6,-0.28,1.84,1.03,-0.16,31.64
Oregon,2000,47.5,154.0,5468.0,58.8,36.1,-1.92,-1.92,-1.92,-0.65,27.91
Oregon,2001,47.8,181.0,5365.0,59.5,36.0,-3.17,-3.17,-3.17,-0.88,26.84
Oregon,2002,47.7,215.0,5326.0,59.8,35.6,-3.01,-3.01,-3.01,-1.17,26.21
Oregon,2003,49.0,308.0,5013.0,60.5,37.6,-2.96,-2.96,-2.96,-0.64,32.06
Oregon,2004,48.5,261.0,5018.0,59.8,37.2,-1.29,-1.29,-0.3,-0.36,29.69
Oregon,2005,47.7,222.0,5261.0,59.3,36.2,1.23,1.23,0.54,0.07,33.22
Oregon,2006,48.0,240.0,5272.0,59.7,36.2,-1.19,-1.19,-1.19,0.01,36.44
Oregon,2007,47.8,197.0,5494.0,59.8,35.8,-2.42,-2.42,-2.42,-0.73,28.99
Oregon,2008,46.8,187.0,5730.0,58.7,34.9,-1.23,-1.23,-0.88,-0.65,28.63
Oregon,2009,47.3,267.0,5567.0,59.0,35.5,-0.95,-0.95,0.17,-0.39,27.62
Oregon,2010,47.1,151.0,5399.0,58.0,36.2,2.27,2.27,2.27,0.95,37.91
Oregon,2011,46.3,170.0,5857.0,57.6,35.0,-0.16,3.33,3.09,0.15,30.68
Oregon,2012,48.0,208.0,5425.0,59.7,36.3,1.64,1.64,1.09,0.81,40.08
Oregon,2013,47.6,257.0,5419.0,59.5,35.8,-1.73,-1.73,-1.73,-0.9,22.72
Oregon,2014,49.6,358.0,4740.0,61.1,38.1,-1.55,-1.55,-0.85,-0.1,35.29
Oregon,2015,50.4,371.0,4495.0,62.2,38.5,-3.7,-3.7,-3.7,-1.13,30.17
Oregon,2016,48.8,222.0,4883.0,60.1,37.4,-2.81,-2.81,-2.81,-0.16,34.68
Oregon,2017,48.0,350.0,5370.0,59.3,36.8,-1.72,0.85,-1.41,0.16,36.22
Oregon,2018,48.4,286.0,5057.0,60.2,36.7,-3.15,-3.15,-3.15,-1.3,25.41
Oregon,2019,47.1,213.0,5426.0,58.2,36.0,0.28,-1.56,-0.52,-0.25,30.03
Oregon,2020,48.8,253.0,5042.0,60.7,37.0,-1.6,-1.6,-1.07,-0.67,28.76
Oregon,2021,49.2,372.0,5068.0,61.0,37.4,-5.24,-5.24,-5.24,-1.24,28.51
Oregon,2022,48.3,381.0,5291.0,60.2,36.4,-0.41,1.94,1.36,-0.29,29.5
Oregon,2023,48.1,346.0,5178.0,59.3,36.9,-1.69,-1.69,-1.69,-0.71,28.85
Pennsylvania,1974,48.2,485.0,5945.0,58.5,37.8,1.62,1.62,1.62,0.48,43.45
Pennsylvania,1975,48.9,604.0,5856.0,58.8,39.0,2.4,2.4,2.4,1.18,50.22
Pennsylvania,1976,46.8,476.0,6425.0,57.6,36.0,1.24,1.24,0.17,0.3,41.68
Pennsylvania,1977,47.9,610.0,6216.0,58.3,37.5,0.84,0.84,0.84,0.6,46.69
Pennsylvania,1978,46.4,551.0,6654.0,56.7,36.1,2.16,2.16,1.45,0.35,43.1
Pennsylvania,1979,47.5,485.0,6201.0,57.4,37.5,1.63,1.63,1.05,0.91,48.31
Pennsylvania,1980,47.3,705.0,6411.0,57.8,36.9,-0.22,-0.22,-0.22,-0.52,36.87
Pennsylvania,1981,47.5,540.0,6310.0,57.7,37.3,-0.6,-0.6,-0.6,0.01,40.21
Pennsylvania,1982,47.9,462.0,6080.0,58.5,37.4,-0.71,-0.71,-0.71,-0.47,38.33
Pennsylvania,1983,48.7,688.0,6021.0,58.9,38.4,-1.5,-1.5,-1.5,0.35,46.72
Pennsylvania,1984,48.2,543.0,6029.0,58.4,38.1,3.5,3.5,3.5,0.75,46.09
Pennsylvania,1985,48.5,520.0,5851.0,58.9,38.1,0.43,-0.87,0.01,-0.09,41.54
Pennsylvania,1986,48.8,576.0,5883.0,58.8,38.8,0.9,0.9,0.9,0.31,43.25
Pennsylvania,1987,49.2,720.0,5878.0,59.6,38.9,0.39,-0.9,-0.18,-0.15,40.67
Pennsylvania,1988,48.1,737.0,6298.0,59.0,37.2,-2.0,-2.0,-2.0,-0.93,35.9
Pennsylvania,1989,47.5,577.0,6323.0,57.5,37.5,-0.65,1.87,0.99,0.38,44.27
Pennsylvania,1990,50.7,551.0,5151.0,61.0,40.4,1.6,1.6,1.6,0.98,49.7
Pennsylvania,1991,50.7,799.0,5392.0,61.6,39.9,-3.99,-3.99,-3.99,-1.96,33.35
Pennsylvania,1992,47.7,402.0,6124.0,57.3,38.0,1.56,-1.6,0.4,0.42,41.61
Pennsylvania,1993,48.2,686.0,6115.0,58.5,38.0,-2.17,-2.17,-2.17,0.46,45.8
Pennsylvania,1994,48.0,630.0,6165.0,58.7,37.2,3.89,3.89,3.89,1.0,48.19
Pennsylvania,1995,48.5,743.0,6094.0,58.8,38.1,-3.1,-3.1,-3.1,-0.77,37.51
Pennsylvania,1996,47.6,541.0,6263.0,57.4,37.8,2.8,2.8,2.38,2.0,56.3
Pennsylvania,1997,48.0,483.0,6032.0,58.2,37.7,1.51,1.51,0.07,-0.25,38.8
Pennsylvania,1998,51.8,690.0,4930.0,61.9,41.6,-1.05,0.83,-0.7,-0.71,40.41
Pennsylvania,1999,50.0,771.0,5577.0,61.0,39.1,-3.96,-3.96,-3.96,-0.41,41.12
Pennsylvania,2000,48.5,487.0,5909.0,58.8,38.2,0.62,-0.56,0.62,0.02,41.38
Pennsylvania,2001,49.9,623.0,5508.0,60.6,39.3,-2.21,-2.21,-2.21,-1.19,34.34
Pennsylvania,2002,50.3,817.0,5531.0,60.7,39.8,-2.85,-2.85,-2.85,-0.09,43.55
Pennsylvania,2003,48.0,598.0,6150.0,57.7,38.2,2.83,2.83,2.83,1.61,53.57
Pennsylvania,2004,49.1,630.0,5759.0,58.9,39.2,4.8,4.8,4.8,1.5,53.9
Pennsylvania,2005,49.5,890.0,5873.0,60.0,39.0,-1.95,0.95,-1.57,-0.19,42.97
Pennsylvania,2006,50.8,700.0,5190.0,60.9,40.6,1.8,1.8,1.8,0.69,47.56
Pennsylvania,2007,49.5,739.0,5661.0,60.1,38.9,-0.69,-0.69,0.47,-0.01,44.11
Pennsylvania,2008,48.9,651.0,5800.0,59.3,38.4,-0.64,0.96,-0.18,0.53,45.82
Pennsylvania,2009,48.4,532.0,5864.0,58.4,38.4,1.86,1.86,1.86,0.29,42.77
Pennsylvania,2010,50.1,905.0,5625.0,60.4,39.8,-1.69,-1.69,-1.69,-0.32,42.3
Pennsylvania,2011,50.4,854.0,5458.0,60.3,40.5,2.83,2.83,2.51,2.05,60.99
Pennsylvania,2012,51.8,830.0,5011.0,62.2,41.4,-1.8,0.56,-1.79,-0.14,43.49
Pennsylvania,2013,49.0,672.0,5832.0,58.8,39.2,1.24,1.24,1.24,0.11,41.82
Pennsylvania,2014,47.4,579.0,6290.0,57.7,37.2,2.0,2.0,2.0,0.25,42.43
Pennsylvania,2015,49.5,790.0,5705.0,60.1,38.9,-0.54,1.11,0.27,-0.05,43.09
Pennsylvania,2016,50.9,914.0,5375.0,61.7,40.2,-1.93,-1.93,-1.93,-0.79,38.99
Pennsylvania,2017,50.6,667.0,5253.0,60.7,40.6,2.1,2.1,2.1,0.51,46.61
Pennsylvania,2018,49.8,893.0,5760.0,59.0,40.5,4.77,4.77,4.77,2.75,64.04
Pennsylvania,2019,49.9,817.0,5590.0,59.9,39.8,5.57,5.57,5.57,1.01,50.78
Pennsylvania,2020,51.2,844.0,5186.0,61.3,41.0,-1.15,1.25,-0.41,-0.21,43.26
Pennsylvania,2021,51.2,844.0,5231.0,61.1,41.2,1.79,1.79,1.79,0.39,46.11
Pennsylvania,2022,49.6,809.0,5707.0,60.3,38.9,-1.07,-1.07,-1.07,0.14,44.93
Pennsylvania,2023,51.5,659.0,4939.0,61.9,41.1,1.69,1.69,1.69,0.17,42.93
Rhode Island,1974,49.1,412.0,6177.0,58.5,39.6,-1.07,-1.07,-1.07,-0.15,42.83
Rhode Island,1975,49.9,468.0,5932.0,58.9,40.9,0.27,0.27,-0.3,0.74,53.25
Rhode Island,1976,48.3,384.0,6458.0,58.1,38.5,1.1,1.1,1.1,-0.21,41.73
Rhode Island,1977,49.2,443.0,6184.0,58.5,39.8,0.2,0.2,0.2,0.65,52.75
Rhode Island,1978,47.4,371.0,6729.0,57.1,37.8,-0.24,1.55,0.65,0.14,46.22
Rhode Island,1979,49.7,443.0,5954.0,58.6,40.9,2.1,2.1,1.86,0.86,55.84
Rhode Island,1980,48.5,512.0,6466.0,58.2,38.9,-1.16,-1.16,-1.16,-0.76,37.37
Rhode Island,1981,48.9,460.0,6320.0,58.4,39.4,-2.68,-2.68,-2.68,-0.44,40.29
Rhode Island,1982,48.6,329.0,6274.0,58.2,39.0,-0.14,2.19,1.9,0.4,48.86
Rhode Island,1983,50.3,580.0,5920.0,59.6,41.0,1.81,1.81,0.32,1.3,63.0
Rhode Island,1984,49.8,484.0,5995.0,59.0,40.7,-0.82,3.81,2.83,0.61,50.66
Rhode Island,1985,49.2,388.0,6130.0,58.7,39.6,2.42,2.42,2.42,-0.16,42.32
Rhode Island,1986,49.0,301.0,6108.0,58.4,39.6,1.72,1.72,1.72,0.46,48.59
Rhode Island,1987,49.1,410.0,6149.0,58.7,39.6,-2.13,-2.13,-2.13,-0.4,42.89
Rhode Island,1988,49.0,539.0,6336.0,58.7,39.4,-0.76,-0.76,-0.76,-0.14,42.97
Rhode Island,1989,48.6,463.0,6429.0,58.0,39.1,3.11,3.11,3.11,1.1,55.0
Rhode Island,1990,51.5,505.0,5382.0,60.9,42.1,2.4,2.4,2.39,0.34,49.99
Rhode Island,1991,51.4,540.0,5475.0,61.3,41.4,0.83,-0.78,0.49,-0.13,46.72
Rhode Island,1992,48.4,295.0,6326.0,57.7,39.1,1.67,1.67,1.67,0.44,48.14
Rhode Island,1993,49.3,532.0,6195.0,58.9,39.8,-2.59,-2.59,-2.59,-0.38,43.76
Rhode Island,1994,49.6,552.0,6143.0,59.2,39.9,-0.96,-0.96,-0.08,-0.19,46.0
Rhode Island,1995,49.9,532.0,6003.0,59.3,40.4,-2.72,-2.72,-2.72,-0.55,40.19
Rhode Island,1996,49.1,414.0,6186.0,58.1,40.1,1.17,1.17,0.75,1.11,56.46
Rhode Island,1997,49.4,429.0,6082.0,58.8,40.0,-0.57,-0.57,0.48,-0.51,40.88
Rhode Island,1998,52.0,538.0,5237.0,61.2,42.8,-0.31,3.49,3.01,0.87,56.39
Rhode Island,1999,51.8,663.0,5466.0,61.7,41.8,-2.95,-2.95,-2.95,-0.24,45.98
Rhode Island,2000,49.5,356.0,6003.0,58.8,40.2,1.73,1.73,1.72,0.44,48.84
Rhode Island,2001,51.1,535.0,5570.0,60.7,41.5,1.76,1.76,1.76,-0.29,43.24
Rhode Island,2002,51.2,585.0,5603.0,60.7,41.7,-2.26,-2.26,-2.26,-0.02,47.45
Rhode Island,2003,49.0,555.0,6347.0,58.0,40.0,2.36,2.36,2.36,0.85,52.96
Rhode Island,2004,49.3,425.0,6113.0,58.4,40.2,0.61,0.61,0.61,0.15,47.61
Rhode Island,2005,50.1,681.0,6092.0,59.4,40.9,-1.55,-1.55,-1.55,0.86,57.83
Rhode Island,2006,51.8,563.0,5320.0,60.9,42.8,3.53,3.53,3.53,0.88,56.7
